0.000000000000000000e+00 0.000000000000000000e+00 -3.154506906867027283e-02
1.010101010101010187e-02 2.157635534608746739e-06 -2.776680886745452881e-02
2.020202020202020374e-02 1.724023258825759094e-05 -2.396256476640701294e-02
3.030303030303030387e-02 5.806862913687450795e-05 -2.023559436202049255e-02
4.040404040404040747e-02 1.372560447680731615e-04 -1.664821803569793701e-02
5.050505050505051108e-02 2.671058399478070658e-04 -1.306081470102071762e-02
6.060606060606060774e-02 4.595111482980481160e-04 -8.701646700501441956e-03
7.070707070707071829e-02 7.258569905781512817e-04 -4.345159977674484253e-03
8.080808080808081495e-02 1.076925465400283694e-03 -3.251258749514818192e-05
9.090909090909091161e-02 1.522804594748152635e-03 4.876041784882545471e-03
1.010101010101010222e-01 2.072801382202137110e-03 1.095121446996927261e-02
1.111111111111111188e-01 2.735359619064496421e-03 1.704943925142288208e-02
1.212121212121212155e-01 3.517983623348334022e-03 1.853973232209682465e-02
1.313131313131313260e-01 4.427165510860633577e-03 1.843222416937351227e-02
1.414141414141414366e-01 5.468321522229612798e-03 1.827719062566757202e-02
1.515151515151515194e-01 6.645733275065868542e-03 1.818043924868106842e-02
1.616161616161616299e-01 7.962496383773590494e-03 1.889036595821380615e-02
1.717171717171717404e-01 9.420476412937233562e-03 1.960028335452079773e-02
1.818181818181818232e-01 1.102027246728205095e-02 2.031022496521472931e-02
1.919191919191919338e-01 1.276118867905289694e-02 2.102016285061836243e-02
2.020202020202020443e-01 1.464121380996450880e-02 2.186850644648075104e-02
2.121212121212121271e-01 1.665700913988393470e-02 2.321917191147804260e-02
2.222222222222222376e-01 1.880390476835398436e-02 2.456985972821712494e-02
2.323232323232323482e-01 2.107590440820572564e-02 2.592051774263381958e-02
2.424242424242424310e-01 2.346569870309099526e-02 2.727122046053409576e-02
2.525252525252525415e-01 2.596468705304991534e-02 2.862189337611198425e-02
2.626262626262626521e-01 2.856300788447265621e-02 2.985948696732521057e-02
2.727272727272727626e-01 3.124957725327856192e-02 3.053160384297370911e-02
2.828282828282828731e-01 3.401213562307790067e-02 3.120376542210578918e-02
2.929292929292929282e-01 3.683730261375784548e-02 3.187590464949607849e-02
3.030303030303030387e-01 3.971070269050051144e-02 3.254802525043487549e-02
3.131313131313131493e-01 4.261702253718981787e-02 3.259914368391036987e-02
3.232323232323232598e-01 4.553982655990378853e-02 3.238679096102714539e-02
3.333333333333333703e-01 4.846197011013797518e-02 3.208440169692039490e-02
3.434343434343434809e-01 5.136557544898362471e-02 3.178685903549194336e-02
3.535353535353535914e-01 5.423212831826861036e-02 3.135477006435394287e-02
3.636363636363636465e-01 5.704257992782510445e-02 3.087207488715648651e-02
3.737373737373737570e-01 5.977745383630440890e-02 3.038935363292694092e-02
3.838383838383838675e-01 6.241695717208568112e-02 2.990666031837463379e-02
3.939393939393939781e-01 6.494109561277647269e-02 2.942396700382232666e-02
4.040404040404040886e-01 6.732979151673799956e-02 2.894125133752822876e-02
4.141414141414141992e-01 6.956300457813695270e-02 2.845855429768562317e-02
4.242424242424242542e-01 7.162085435835693903e-02 2.797586657106876373e-02
4.343434343434343647e-01 7.348374403131022192e-02 2.749316208064556122e-02
4.444444444444444753e-01 7.513248466836985884e-02 2.714290842413902283e-02
4.545454545454545858e-01 7.654841938037040827e-02 2.698227576911449432e-02
4.646464646464646964e-01 7.771354662946083902e-02 2.682166732847690582e-02
4.747474747474748069e-01 7.861064202257395106e-02 2.666102908551692963e-02
4.848484848484848619e-01 7.922337790092415233e-02 2.650041691958904266e-02
4.949494949494949725e-01 7.953644004625667896e-02 2.633975073695182800e-02
5.050505050505050830e-01 7.953564083453043554e-02 2.617914229631423950e-02
5.151515151515152491e-01 7.920802818127989364e-02 2.601850405335426331e-02
5.252525252525253041e-01 7.854198964001386785e-02 2.580345422029495239e-02
5.353535353535353591e-01 7.752735103559021956e-02 2.555207535624504089e-02
5.454545454545455252e-01 7.615546903845933635e-02 2.530064992606639862e-02
5.555555555555555802e-01 7.441931711288091167e-02 2.504932694137096405e-02
5.656565656565657463e-01 7.231356430255553303e-02 2.479788474738597870e-02
5.757575757575758013e-01 6.983464635042306579e-02 2.454654872417449951e-02
5.858585858585858563e-01 6.698082868549973257e-02 2.355242148041725159e-02
5.959595959595960224e-01 6.375226084837365415e-02 1.803248748183250427e-02
6.060606060606060774e-01 6.015102196815544366e-02 1.251253671944141388e-02
6.161616161616162435e-01 5.618115694707989660e-02 6.992618087679147720e-03
6.262626262626262985e-01 5.184870305435339277e-02 1.472672796808183193e-03
6.363636363636364646e-01 4.716170667800616279e-02 -4.047239199280738831e-03
6.464646464646465196e-01 4.214169282142598422e-02 -9.567193686962127686e-03
6.565656565656565746e-01 3.678206978613542122e-02 -1.508712675422430038e-02
6.666666666666667407e-01 3.110345186627123948e-02 -2.060704678297042847e-02
6.767676767676767957e-01 2.512285122856606351e-02 -2.612698823213577271e-02
6.868686868686869618e-01 1.885821737530708059e-02 -3.164691478013992310e-02
6.969696969696970168e-01 1.232937338380377112e-02 -3.716686740517616272e-02
7.070707070707071829e-01 5.557955537609814145e-03 -4.268678277730941772e-02
7.171717171717172379e-01 -1.431913211570830236e-03 -4.820672795176506042e-02
7.272727272727272929e-01 -8.615135105778437552e-03 -5.372664704918861389e-02
7.373737373737374590e-01 -1.596557091183795768e-02 -5.924658849835395813e-02
7.474747474747475140e-01 -2.345505409289144055e-02 -6.476650387048721313e-02
7.575757575757576801e-01 -3.105403853476172010e-02 -7.028646767139434814e-02
7.676767676767677351e-01 -3.873171474931739328e-02 -7.580638676881790161e-02
7.777777777777777901e-01 -4.645613442067052928e-02 -8.132635802030563354e-02
7.878787878787879562e-01 -5.419434278455433768e-02 -8.684627711772918701e-02
7.979797979797980112e-01 -6.191251828667244245e-02 -9.236619621515274048e-02
8.080808080808081773e-01 -6.957611892370199613e-02 -9.788613766431808472e-02
8.181818181818182323e-01 -7.715003463121219984e-02 -1.034060493111610413e-01
8.282828282828283983e-01 -8.459874504625175540e-02 -1.089746654033660889e-01
8.383838383838384534e-01 -9.188648193894966010e-02 -1.146380305290222168e-01
8.484848484848485084e-01 -9.897739557737580962e-02 -1.203013285994529724e-01
8.585858585858586745e-01 -1.058357242632712025e-01 -1.259646266698837280e-01
8.686868686868687295e-01 -1.124259662532587911e-01 -1.316279172897338867e-01
8.787878787878788955e-01 -1.187130532609027567e-01 -1.372913122177124023e-01
8.888888888888889506e-01 -1.246625247196339881e-01 -1.429546028375625610e-01
8.989898989898991166e-01 -1.302407019751834760e-01 -1.486179381608963013e-01
9.090909090909091717e-01 -1.354148615688595680e-01 -1.542812436819076538e-01
9.191919191919192267e-01 -1.401534067698101960e-01 -1.594687551259994507e-01
9.292929292929293927e-01 -1.444260365153805237e-01 -1.642558574676513672e-01
9.393939393939394478e-01 -1.482050080472890607e-01 -1.685670912265777588e-01
9.494949494949496138e-01 -1.514667718604182645e-01 -1.728782206773757935e-01
9.595959595959596689e-01 -1.541822278730493601e-01 -1.771894097328186035e-01
9.696969696969697239e-01 -1.563280259120203575e-01 -1.815005838871002197e-01
9.797979797979798899e-01 -1.578829034071513038e-01 -1.858117431402206421e-01
9.898989898989899450e-01 -1.588278218504634576e-01 -1.888236403465270996e-01
1.000000000000000000e+00 -1.591460949326738705e-01 -1.915584653615951538e-01
